episode_id,symbol,side,entry_ts,exit_ts,duration_hours,entry_fills,exit_fills,entry_notional,exit_notional,total_qty,avg_entry_price,avg_exit_price,gross_pnl,fees,net_pnl,regime_at_entry,regime_at_exit,exit_reason,exit_reason_raw,strategy,intent_id,attempt_id,confidence,hybrid_score,conviction_score,conviction_band,entry_regime_confidence,expected_edge,engine_source
EP_0011,BTCUSDT,LONG,2025-12-10T12:08:04.219022+00:00,2025-12-10T12:09:44.264087+00:00,0.03,1,1,184.13,184.04,0.002,92063.3,92019.7,-0.0872,0.1473,-0.2345,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_20adb8daef,sig_8a56ab7498,0.0,0.0,0.0,,0.0,0.0,
EP_0012,BTCUSDT,LONG,2025-12-10T12:10:03.302254+00:00,2025-12-10T13:06:40.473446+00:00,0.94,1,1,184.04,183.88,0.002,92020.2,91942.1,-0.1562,0.1472,-0.3034,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_a7a39e5c89,sig_f212504bc4,0.0,0.0,0.0,,0.0,0.0,
EP_0013,BTCUSDT,LONG,2025-12-10T13:06:59.736901+00:00,2025-12-10T13:49:00.818840+00:00,0.7,1,1,183.99,183.99,0.002,91993.4,91997.4,0.008,0.1472,-0.1392,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_1154008080,sig_677b947c6e,0.0,0.0,0.0,,0.0,0.0,
EP_0014,BTCUSDT,LONG,2025-12-10T13:49:17.879266+00:00,2025-12-10T13:56:05.653054+00:00,0.11,1,1,184.0,184.04,0.002,92000.0,92019.4,0.0388,0.1472,-0.1084,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_72ad595394,sig_d64f4ff432,0.0,0.0,0.0,,0.0,0.0,
EP_0015,BTCUSDT,LONG,2025-12-10T13:56:30.578109+00:00,2025-12-10T13:57:48.914570+00:00,0.02,1,1,184.05,184.0,0.002,92025.9,92002.4,-0.047,0.1472,-0.1942,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_f680e910f6,sig_3c4dd37ff7,0.0,0.0,0.0,,0.0,0.0,
EP_0016,BTCUSDT,LONG,2025-12-10T13:58:07.700834+00:00,2025-12-10T14:01:25.856579+00:00,0.06,1,1,184.09,184.06,0.002,92045.4,92032.0,-0.0268,0.1473,-0.1741,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_5ca3fa211e,sig_9579e41d85,0.0,0.0,0.0,,0.0,0.0,
EP_0017,BTCUSDT,LONG,2025-12-10T14:01:46.642343+00:00,2025-12-10T14:06:43.829276+00:00,0.08,1,1,184.07,183.96,0.002,92033.9,91978.0,-0.1118,0.1472,-0.259,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_5565ce1a8c,sig_0997ea65da,0.0,0.0,0.0,,0.0,0.0,
EP_0018,BTCUSDT,LONG,2025-12-10T14:07:04.254916+00:00,2025-12-10T14:09:52.525248+00:00,0.05,1,1,183.96,183.96,0.002,91978.5,91980.7,0.0044,0.1472,-0.1428,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_e99c3982d1,sig_206c2647c1,0.0,0.0,0.0,,0.0,0.0,
EP_0019,BTCUSDT,LONG,2025-12-10T14:10:12.716763+00:00,2025-12-10T14:11:58.331733+00:00,0.03,1,1,183.98,183.96,0.002,91990.0,91977.5,-0.025,0.1472,-0.1722,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_8aac731814,sig_1ccd96297b,0.0,0.0,0.0,,0.0,0.0,
EP_0020,BTCUSDT,LONG,2025-12-10T14:12:19.913850+00:00,2025-12-10T14:49:20.407876+00:00,0.62,1,1,183.96,183.62,0.002,91977.9,91809.9,-0.336,0.147,-0.483,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_4328a99104,sig_de91f517a0,0.0,0.0,0.0,,0.0,0.0,
EP_0021,BTCUSDT,LONG,2025-12-11T16:38:42.623207+00:00,2025-12-11T16:44:32.117976+00:00,0.1,1,2,269.21,269.67,0.003,89735.6333,89888.5,0.4586,0.2155,0.2431,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_e0371e58cb,sig_dbe420db67,0.0,0.0,0.0,,0.0,0.0,
EP_0022,BTCUSDT,LONG,2025-12-11T16:44:53.669246+00:00,2025-12-11T16:47:17.900236+00:00,0.04,1,2,269.89,270.07,0.003,89963.7,90021.7333,0.1741,0.216,-0.0419,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_df02ef7ea6,sig_5e4caa27fe,0.0,0.0,0.0,,0.0,0.0,
EP_0023,BTCUSDT,LONG,2025-12-11T16:47:31.772023+00:00,2025-12-11T17:26:22.173900+00:00,0.65,1,2,270.42,269.56,0.003,90138.5667,89851.8667,-0.8601,0.216,-1.0761,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_477cc9c311,sig_836e45079f,0.0,0.0,0.0,,0.0,0.0,
EP_0024,BTCUSDT,LONG,2025-12-11T17:26:36.216211+00:00,2025-12-11T17:28:18.209274+00:00,0.03,1,1,180.24,180.31,0.002,90118.6,90157.0,0.0768,0.1442,-0.0674,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_bba38623d6,sig_5ca1da76a3,0.0,0.0,0.0,,0.0,0.0,
EP_0025,BTCUSDT,LONG,2025-12-11T17:28:33.878488+00:00,2025-12-11T17:32:00.601034+00:00,0.06,1,1,180.33,180.07,0.002,90164.2,90033.4,-0.2616,0.1442,-0.4058,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_3e5ca0055d,sig_dda1af0fb6,0.0,0.0,0.0,,0.0,0.0,
EP_0026,BTCUSDT,LONG,2025-12-11T17:33:59.716446+00:00,2025-12-11T17:37:51.921639+00:00,0.06,1,1,179.89,180.16,0.002,89946.3,90077.9,0.2632,0.144,0.1192,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_b330af5984,sig_d339f011c3,0.0,0.0,0.0,,0.0,0.0,
EP_0027,BTCUSDT,LONG,2025-12-11T17:38:06.852589+00:00,2025-12-11T17:39:47.849965+00:00,0.03,1,1,180.26,180.28,0.002,90132.2,90141.2,0.018,0.1442,-0.1262,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_778e6731f9,sig_769e1fcbd4,0.0,0.0,0.0,,0.0,0.0,
EP_0028,BTCUSDT,LONG,2025-12-11T17:40:03.574545+00:00,2025-12-11T17:46:43.235709+00:00,0.11,1,1,180.29,180.09,0.002,90146.8,90043.2,-0.2072,0.1442,-0.3514,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_8c60146e95,sig_b04e8ad20e,0.0,0.0,0.0,,0.0,0.0,
EP_0029,BTCUSDT,LONG,2025-12-11T17:47:14.556567+00:00,2025-12-11T17:47:53.748756+00:00,0.01,1,1,180.19,180.14,0.002,90092.5,90067.7,-0.0496,0.1441,-0.1937,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_d7cd53350f,sig_1ccd056314,0.0,0.0,0.0,,0.0,0.0,
EP_0030,BTCUSDT,LONG,2025-12-11T17:48:09.962939+00:00,2025-12-11T17:49:33.335340+00:00,0.02,1,1,180.18,179.98,0.002,90092.0,89990.4,-0.2032,0.1441,-0.3473,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_1407a6319a,sig_8afaeccb53,0.0,0.0,0.0,,0.0,0.0,
EP_0031,BTCUSDT,LONG,2025-12-11T17:49:53.703831+00:00,2025-12-11T17:53:44.242367+00:00,0.06,1,1,180.01,179.98,0.002,90006.5,89990.0,-0.033,0.144,-0.177,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_e983f70e9c,sig_7ef74cbfe2,0.0,0.0,0.0,,0.0,0.0,
EP_0032,BTCUSDT,LONG,2025-12-11T17:54:00.249433+00:00,2025-12-11T18:04:17.514315+00:00,0.17,1,1,179.99,180.23,0.002,89993.4,90114.8,0.2428,0.1441,0.0987,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_1752bf0eb5,sig_0bd710ff94,0.0,0.0,0.0,,0.0,0.0,
EP_0033,BTCUSDT,LONG,2025-12-11T18:04:32.867474+00:00,2025-12-11T18:05:12.855643+00:00,0.01,1,1,180.18,180.2,0.002,90088.7,90100.0,0.0226,0.1442,-0.1216,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_13b3c9d7e3,sig_07a2028612,0.0,0.0,0.0,,0.0,0.0,
EP_0034,BTCUSDT,LONG,2025-12-11T18:05:29.059164+00:00,2025-12-11T18:07:12.910228+00:00,0.03,1,1,180.21,180.36,0.002,90102.5,90178.7,0.1524,0.1442,0.0082,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_49fe3d5d50,sig_4f6aa7ad37,0.0,0.0,0.0,,0.0,0.0,
EP_0035,BTCUSDT,LONG,2025-12-11T18:07:28.666696+00:00,2025-12-11T18:09:09.557632+00:00,0.03,1,1,180.35,180.31,0.002,90174.6,90154.3,-0.0406,0.1443,-0.1849,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_01f440072a,sig_3bca9d8f46,0.0,0.0,0.0,,0.0,0.0,
EP_0036,BTCUSDT,LONG,2025-12-11T18:09:25.953782+00:00,2025-12-11T18:11:07.914924+00:00,0.03,1,1,180.34,180.38,0.002,90170.4,90190.2,0.0396,0.1443,-0.1047,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_f8213a0731,sig_2696e24a9d,0.0,0.0,0.0,,0.0,0.0,
EP_0037,BTCUSDT,LONG,2025-12-11T18:11:25.492499+00:00,2025-12-11T18:12:07.973969+00:00,0.01,1,1,180.38,180.35,0.002,90191.0,90174.9,-0.0322,0.1443,-0.1765,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_2e3cea0a0a,sig_f220908159,0.0,0.0,0.0,,0.0,0.0,
EP_0038,BTCUSDT,LONG,2025-12-11T18:12:24.718772+00:00,2025-12-11T18:14:02.061517+00:00,0.03,1,1,180.38,180.71,0.002,90191.1,90355.6,0.329,0.1444,0.1846,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_5932336fd6,sig_9d348c40be,0.0,0.0,0.0,,0.0,0.0,
EP_0039,BTCUSDT,LONG,2025-12-11T18:14:20.533374+00:00,2025-12-11T18:16:04.043670+00:00,0.03,1,1,180.71,180.62,0.002,90356.7,90308.9,-0.0956,0.1445,-0.2401,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_58130ad2c7,sig_b979efadf2,0.0,0.0,0.0,,0.0,0.0,
EP_0040,BTCUSDT,LONG,2025-12-11T18:16:22.087002+00:00,2025-12-11T18:18:15.787995+00:00,0.03,1,2,270.94,271.1,0.003,90314.2,90365.3,0.1533,0.2168,-0.0635,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_4cc4df0f81,sig_aaa91a875b,0.0,0.0,0.0,,0.0,0.0,
EP_0041,BTCUSDT,LONG,2025-12-11T18:18:28.778682+00:00,2025-12-11T18:19:19.722210+00:00,0.01,1,2,271.11,271.1,0.003,90371.5,90366.1,-0.0162,0.2169,-0.2331,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_6f8d2dd932,sig_7bcb2bba3c,0.0,0.0,0.0,,0.0,0.0,
EP_0042,BTCUSDT,LONG,2025-12-11T18:19:31.712284+00:00,2025-12-11T18:24:33.561203+00:00,0.08,1,2,271.1,270.7,0.003,90368.0,90234.0,-0.402,0.2167,-0.6187,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_5fbcb3ec74,sig_9485b385ea,0.0,0.0,0.0,,0.0,0.0,
EP_0043,BTCUSDT,LONG,2025-12-11T18:24:45.805693+00:00,2025-12-11T18:25:34.155971+00:00,0.01,1,2,271.26,270.95,0.003,90421.1,90317.0,-0.3123,0.2169,-0.5292,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_c8b928947e,sig_a5911f293a,0.0,0.0,0.0,,0.0,0.0,
EP_0044,BTCUSDT,LONG,2025-12-11T18:25:46.523796+00:00,2025-12-11T18:27:32.276083+00:00,0.03,1,2,271.5,270.72,0.003,90499.9333,90241.1,-0.7765,0.2169,-0.9934,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_827a34df30,sig_a3148f890d,0.0,0.0,0.0,,0.0,0.0,
EP_0045,BTCUSDT,LONG,2025-12-11T18:27:44.218686+00:00,2025-12-11T18:29:37.294478+00:00,0.03,1,2,270.72,271.05,0.003,90241.3,90351.3,0.33,0.2167,0.1133,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_e0e7a6778e,sig_e84656cce3,0.0,0.0,0.0,,0.0,0.0,
EP_0046,BTCUSDT,LONG,2025-12-11T18:29:49.623263+00:00,2025-12-11T18:30:47.669704+00:00,0.02,1,2,271.26,270.98,0.003,90420.8,90325.5,-0.2859,0.2169,-0.5028,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_6e7ecc7100,sig_fbf1828c0b,0.0,0.0,0.0,,0.0,0.0,
EP_0047,BTCUSDT,LONG,2025-12-11T18:31:02.515534+00:00,2025-12-11T18:32:52.255076+00:00,0.03,1,2,270.98,270.91,0.003,90327.6,90304.6,-0.069,0.2168,-0.2858,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_02eb9c90a3,sig_42b30ba865,0.0,0.0,0.0,,0.0,0.0,
EP_0048,BTCUSDT,LONG,2025-12-11T18:33:05.300952+00:00,2025-12-11T18:34:58.025578+00:00,0.03,1,2,271.26,270.91,0.003,90420.0,90302.7667,-0.3517,0.2169,-0.5686,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_dc4fb53d69,sig_88affde076,0.0,0.0,0.0,,0.0,0.0,
EP_0049,BTCUSDT,LONG,2025-12-11T18:35:12.633131+00:00,2025-12-11T18:36:05.240096+00:00,0.01,1,2,270.98,271.0,0.003,90325.1,90334.7333,0.0289,0.2168,-0.1879,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_ba2c6443e1,sig_d18e426330,0.0,0.0,0.0,,0.0,0.0,
EP_0050,BTCUSDT,LONG,2025-12-11T18:36:18.683755+00:00,2025-12-11T20:04:33.525086+00:00,1.47,1,2,271.29,273.03,0.003,90431.3,91008.8,1.7325,0.2177,1.5148,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_abd3ce4db7,sig_24e54def3f,0.0,0.0,0.0,,0.0,0.0,
EP_0051,BTCUSDT,LONG,2025-12-11T20:05:00.168834+00:00,2025-12-12T13:26:23.172046+00:00,17.36,1,2,273.24,279.18,0.003,91079.4,93061.2333,5.9455,0.221,5.7245,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_3b58723258,sig_9a6f39c127,0.0,0.0,0.0,,0.0,0.0,
EP_0052,BTCUSDT,LONG,2025-12-12T13:26:48.931208+00:00,2025-12-12T16:24:34.483389+00:00,2.96,13,20,3598.24,3674.31,0.039,92262.5564,91857.775,-15.7865,2.7985,-18.585,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_d555026c19,sig_7a893e2671,0.0,0.0,0.0,,0.0,0.0,
EP_0053,BTCUSDT,LONG,2025-12-12T18:33:06.448325+00:00,2025-12-12T19:35:25.452435+00:00,1.04,2,2,361.94,360.75,0.004,90484.85,90186.45,-1.1936,0.2529,-1.4465,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_c3be901264,sig_83bba76c27,0.0,0.0,0.0,,0.0,0.0,
EP_0054,BTCUSDT,LONG,2025-12-12T20:10:15.920589+00:00,2025-12-13T09:31:08.485358+00:00,13.35,1,1,180.99,180.79,0.002,90496.4,90396.0,-0.2008,0.1447,-0.3455,unknown,unknown,TAKE_PROFIT,tp,vol_target,ord_b2ed25907b,sig_2be0c7fb9b,0.0,0.0,0.0,,0.0,0.0,
EP_0055,BTCUSDT,LONG,2025-12-13T09:41:16.715402+00:00,2025-12-13T09:42:11.022343+00:00,0.02,1,1,181.0,180.83,0.002,90500.0,90414.6,-0.1708,0.1447,-0.3155,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_2790769a44,sig_6e912758d2,0.0,0.0,0.0,,0.0,0.0,
EP_0056,BTCUSDT,LONG,2025-12-13T09:48:34.913230+00:00,2025-12-13T09:50:12.288970+00:00,0.03,1,2,271.25,271.56,0.003,90416.3,90519.3667,0.3092,0.2171,0.0921,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_685843f2b8,sig_2090c9cd6d,0.0,0.0,0.0,,0.0,0.0,
EP_0057,BTCUSDT,LONG,2025-12-13T09:50:28.358548+00:00,2025-12-13T09:52:14.563629+00:00,0.03,1,2,271.32,271.39,0.003,90441.6,90461.7333,0.0604,0.2171,-0.1567,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_6902a71194,sig_fcc0a7c19c,0.0,0.0,0.0,,0.0,0.0,
EP_0058,BTCUSDT,LONG,2025-12-13T09:52:31.192393+00:00,2025-12-13T09:54:15.560414+00:00,0.03,1,2,271.29,271.25,0.003,90428.7,90416.2,-0.0375,0.217,-0.2545,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_4c6f6a2c71,sig_f51ae58620,0.0,0.0,0.0,,0.0,0.0,
EP_0059,BTCUSDT,LONG,2025-12-13T09:54:32.102628+00:00,2025-12-13T09:55:11.862188+00:00,0.01,1,2,271.16,813.46,0.003,90386.2,90384.8778,-0.004,0.4338,-0.4378,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_8c02ce2ddd,sig_06c6f73d5a,0.0,0.0,0.0,,0.0,0.0,
EP_0060,BTCUSDT,LONG,2025-12-13T09:55:28.038744+00:00,2025-12-13T10:01:10.360781+00:00,0.1,1,2,271.14,271.14,0.003,90379.9333,90381.6333,0.0051,0.2169,-0.2118,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_52f463a68f,sig_085f675b59,0.0,0.0,0.0,,0.0,0.0,
EP_0061,BTCUSDT,LONG,2025-12-13T10:01:26.801580+00:00,2025-12-13T10:03:03.123372+00:00,0.03,1,2,271.15,271.18,0.003,90383.8,90393.3333,0.0286,0.2169,-0.1883,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_a9b9970fc5,sig_a1c0bcf65b,0.0,0.0,0.0,,0.0,0.0,
EP_0062,BTCUSDT,LONG,2025-12-13T10:03:18.794548+00:00,2025-12-13T10:05:01.903603+00:00,0.03,1,2,271.22,271.3,0.003,90406.9,90434.2667,0.0821,0.217,-0.1349,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_0b49c5eb64,sig_3d58f51c64,0.0,0.0,0.0,,0.0,0.0,
EP_0063,BTCUSDT,LONG,2025-12-13T10:05:19.033621+00:00,2025-12-13T10:07:02.856360+00:00,0.03,1,2,271.31,271.33,0.003,90437.8,90442.8333,0.0151,0.2171,-0.202,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_638f363483,sig_4de7993366,0.0,0.0,0.0,,0.0,0.0,
EP_0064,BTCUSDT,LONG,2025-12-13T10:07:20.717949+00:00,2025-12-13T10:08:01.652538+00:00,0.01,1,2,271.35,271.33,0.003,90449.2,90442.7,-0.0195,0.2171,-0.2366,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_927c5deb86,sig_49002f5b59,0.0,0.0,0.0,,0.0,0.0,
EP_0065,BTCUSDT,LONG,2025-12-13T10:08:18.393645+00:00,2025-12-13T10:10:02.995490+00:00,0.03,1,2,271.35,271.29,0.003,90449.2,90431.1,-0.0543,0.2171,-0.2714,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_67ec754f49,sig_f3b256458a,0.0,0.0,0.0,,0.0,0.0,
EP_0066,BTCUSDT,LONG,2025-12-13T10:10:20.068207+00:00,2025-12-13T10:12:06.166962+00:00,0.03,1,2,271.35,271.21,0.003,90449.2,90403.2,-0.138,0.217,-0.355,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_7aab98ed23,sig_f8b18c95f7,0.0,0.0,0.0,,0.0,0.0,
EP_0067,BTCUSDT,LONG,2025-12-13T10:12:22.844858+00:00,2025-12-13T10:13:18.719977+00:00,0.02,1,2,271.2,271.22,0.003,90400.0333,90405.3333,0.0159,0.217,-0.2011,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_73092f2fcb,sig_acb2721469,0.0,0.0,0.0,,0.0,0.0,
EP_0068,BTCUSDT,LONG,2025-12-13T10:13:35.224249+00:00,2025-12-13T10:15:17.082318+00:00,0.03,1,2,271.28,271.25,0.003,90426.3,90417.8333,-0.0254,0.217,-0.2424,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_b9042d3eab,sig_18fcea8f4b,0.0,0.0,0.0,,0.0,0.0,
EP_0069,BTCUSDT,LONG,2025-12-13T10:15:34.647068+00:00,2025-12-13T10:17:26.826576+00:00,0.03,1,2,271.29,271.36,0.003,90430.0,90454.7,0.0741,0.2171,-0.143,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_7f281bcfaa,sig_c1eb035d7f,0.0,0.0,0.0,,0.0,0.0,
EP_0070,BTCUSDT,LONG,2025-12-13T10:19:02.552458+00:00,2025-12-13T10:20:50.838155+00:00,0.03,1,2,271.32,271.33,0.003,90441.5,90444.4667,0.0089,0.2171,-0.2082,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_e9b2556a20,sig_68844d45fb,0.0,0.0,0.0,,0.0,0.0,
EP_0071,BTCUSDT,LONG,2025-12-13T10:21:07.042517+00:00,2025-12-13T10:22:55.460255+00:00,0.03,1,2,271.38,542.67,0.003,90459.4,90445.8333,-0.0407,0.3256,-0.3663,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_bdfedc7ccd,sig_4bdfe0389c,0.0,0.0,0.0,,0.0,0.0,
EP_0072,BTCUSDT,LONG,2025-12-13T10:23:12.837031+00:00,2025-12-13T10:23:55.418249+00:00,0.01,1,2,271.31,271.3,0.003,90435.1,90434.4,-0.0021,0.217,-0.2191,unknown,unknown,THESIS_INVALIDATED,position_flip,vol_target,ord_601bde3e9b,sig_683e748854,0.0,0.0,0.0,,0.0,0.0,
EP_0073,BTCUSDT,LONG,2025-12-13T10:24:12.608736+00:00,2025-12-13T10:25:54.593587+00:00,0.03,1,2,271.35,271.32,0.003,90449.6,90438.4333,-0.0335,0.2171,-0.2506,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_863f4e8cd5,sig_79493c048e,0.0,0.0,0.0,,0.0,0.0,
EP_0074,BTCUSDT,LONG,2025-12-13T10:29:15.194145+00:00,2025-12-13T10:31:07.997464+00:00,0.03,1,1,180.93,180.92,0.002,90466.1,90460.7,-0.0108,0.1447,-0.1555,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_179131408f,sig_849bbb3ecc,0.0,0.0,0.0,,0.0,0.0,
EP_0075,BTCUSDT,LONG,2025-12-13T10:31:46.765953+00:00,2025-12-13T10:33:39.114809+00:00,0.03,1,2,271.38,271.38,0.003,90459.2,90459.2,0.0,0.2171,-0.2171,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_04d88d4fea,sig_5b0e4b83d8,0.0,0.0,0.0,,0.0,0.0,
EP_0076,BTCUSDT,LONG,2025-12-13T10:36:33.020232+00:00,2025-12-13T10:38:24.152847+00:00,0.03,1,1,181.02,181.01,0.002,90509.9,90507.3,-0.0052,0.1448,-0.15,unknown,unknown,THESIS_INVALIDATED,signal_close,vol_target,ord_98ab5da001,sig_c2a600604b,0.0,0.0,0.0,,0.0,0.0,
