ts,nav,cash_nav,unrealized
1777491900,9921.72008966,9921.72008966,0.0
1777492800,9921.72008966,9921.72008966,0.0
1777493700,9921.72008966,9921.72008966,0.0
1777494600,9921.72008966,9921.72008966,0.0
1777495500,9921.60104241,9921.64567676,-0.04463435
1777496400,9921.78813014,9921.57126441,0.21686572
1777497300,9921.99228814,9921.57126441,0.42102373
1777498200,9922.47560777,9921.57126441,0.90434336
1777499100,9921.95938982,9921.95938982,0.0
1777500000,9921.95938982,9921.95938982,0.0
1777500900,9921.95938982,9921.95938982,0.0
1777501800,9921.95938982,9921.95938982,0.0
1777502700,9921.95938982,9921.95938982,0.0
1777503600,9921.72129047,9921.81056099,-0.08927052
1777504500,9920.90761672,9920.90761672,0.0
1777505400,9920.90761672,9920.90761672,0.0
1777506300,9920.90761672,9920.90761672,0.0
1777507200,9920.90761672,9920.90761672,0.0
1777508100,9920.55050689,9920.68439797,-0.13389108
1777509000,9922.35541288,9920.68439797,1.67101491
1777509900,9923.71822719,9920.68439797,3.03382922
1777510800,9923.35669468,9922.2216292,1.13506547
1777511700,9923.20104025,9923.20104025,0.0
1777512600,9923.08197523,9923.12661625,-0.04464101
1777513500,9922.88520554,9922.88520554,0.0
1777514400,9922.88520554,9922.88520554,0.0
1777515300,9922.88520554,9922.88520554,0.0
1777516200,9922.88520554,9922.88520554,0.0
1777517100,9922.64708398,9922.73636282,-0.08927885
1777518000,9922.58637255,9922.53686013,0.04951242
1777518900,9922.68980716,9922.53686013,0.15294703
1777519800,9923.01337182,9922.53686013,0.4765117
1777520700,9923.02199138,9922.53686013,0.48513125
1777521600,9922.68325957,9922.68325957,0.0
1777522500,9922.68325957,9922.68325957,0.0
1777523400,9922.68325957,9922.68325957,0.0
1777524300,9922.68325957,9922.68325957,0.0
1777525200,9922.68325957,9922.68325957,0.0
1777526100,9922.68325957,9922.68325957,0.0
1777527000,9922.68325957,9922.68325957,0.0
1777527900,9922.68325957,9922.68325957,0.0
1777528800,9922.68325957,9922.68325957,0.0
1777529700,9922.68325957,9922.68325957,0.0
1777530600,9922.56420076,9922.60883944,-0.04463868
1777531500,9922.6540098,9922.60883944,0.04517035
1777532400,9922.73253176,9922.53441988,0.19811188
1777533300,9922.86318223,9922.53441988,0.32876236
1777534200,9923.57589961,9922.53441988,1.04147973
1777535100,9923.93362727,9922.53441988,1.39920739
1777536000,9923.82176275,9923.12455952,0.69720323
1777536900,9923.50576832,9923.50576832,0.0
1777537800,9923.50576832,9923.50576832,0.0
1777538700,9923.50576832,9923.50576832,0.0
1777539600,9923.50576832,9923.50576832,0.0
1777540500,9923.38669964,9923.43134202,-0.04464238
1777541400,9923.25847293,9923.25847293,0.0
1777542300,9923.25847293,9923.25847293,0.0
1777543200,9923.25847293,9923.25847293,0.0
1777544100,9923.25847293,9923.25847293,0.0
1777545000,9923.25847293,9923.25847293,0.0
1777545900,9923.25847293,9923.25847293,0.0
1777546800,9923.13940722,9923.18404849,-0.04464127
1777547700,9922.98466598,9922.98466598,0.0
1777548600,9922.98466598,9922.98466598,0.0
1777549500,9922.86560356,9922.9102436,-0.04464004
1777550400,9922.99112789,9922.9102436,0.08088429
1777551300,9923.43942908,9922.9102436,0.52918548
1777552200,9923.08702216,9923.08702216,0.0
1777553100,9923.08702216,9923.08702216,0.0
1777554000,9923.08702216,9923.08702216,0.0
1777554900,9923.08702216,9923.08702216,0.0
1777555800,9922.84889575,9922.93817641,-0.08928066
1777556700,9921.99832083,9921.99832083,0.0
1777557600,9921.99832083,9921.99832083,0.0
1777558500,9921.99832083,9921.99832083,0.0
1777559400,9921.76022054,9921.84949141,-0.08927087
1777560300,9922.19971951,9921.84949141,0.35022809
1777561200,9922.42558721,9921.77507754,0.65050967
1777562100,9922.92064156,9921.77507754,1.14556401
1777563000,9922.06832532,9922.06832532,0.0
1777563900,9921.83022336,9921.91949486,-0.0892715
1777564800,9921.45142343,9921.45142343,0.0
1777565700,9921.45142343,9921.45142343,0.0
1777566600,9921.45142343,9921.45142343,0.0
1777567500,9921.45142343,9921.45142343,0.0
1777568400,9921.45142343,9921.45142343,0.0
1777569300,9921.45142343,9921.45142343,0.0
1777570200,9921.3323794,9921.37701254,-0.04463314
1777571100,9921.44000694,9921.37701254,0.0629944
1777572000,9921.49382071,9921.37701254,0.11680817
1777572900,9921.35676862,9921.35676862,0.0
1777573800,9921.11868373,9921.20794882,-0.0892651
1777574700,9920.69809117,9920.69809117,0.0
1777575600,9920.57905618,9920.62368594,-0.04462975
1777576500,9920.3528428,9920.3528428,0.0
1777577400,9920.3528428,9920.3528428,0.0
1777578300,9920.3528428,9920.3528428,0.0
1777579200,9920.23381196,9920.27844015,-0.0446282
1777580100,9920.269632,9920.27844015,-0.00880815
1777581000,9920.35918213,9920.27844015,0.08074197
1777581900,9920.09693004,9920.09693004,0.0
1777582800,9919.97790226,9920.02252931,-0.04462705
1777583700,9919.53695989,9919.53695989,0.0
1777584600,9919.53695989,9919.53695989,0.0
1777585500,9919.53695989,9919.53695989,0.0
1777586400,9919.53695989,9919.53695989,0.0
1777587300,9919.53695989,9919.53695989,0.0
1777588200,9919.53695989,9919.53695989,0.0
1777589100,9919.53695989,9919.53695989,0.0
1777590000,9919.53695989,9919.53695989,0.0
1777590900,9919.41793883,9919.46256336,-0.04462453
1777591800,9919.52558454,9919.46256336,0.06302118
1777592700,9919.63323025,9919.46256336,0.17066689
1777593600,9919.95616738,9919.46256336,0.49360402
1777594500,9919.97410833,9919.46256336,0.51154497
1777595400,9920.04587214,9919.46256336,0.58330878
1777596300,9919.69334763,9919.69334763,0.0
1777597200,9919.69334763,9919.69334763,0.0
1777598100,9919.69334763,9919.69334763,0.0
1777599000,9919.5743247,9919.61894993,-0.04462523
1777599900,9919.80607926,9919.61894993,0.18712933
1777600800,9919.85956109,9919.61894993,0.24061115
