ts,nav,cash_nav,unrealized
1767597300,10447.0351326,10415.90947058,31.12566202
1767598200,10450.51794355,10415.90947058,34.60847296
1767599100,10453.97525893,10415.90947058,38.06578834
1767600000,10457.39078062,10415.90947058,41.48131004
1767600900,10460.73901307,10415.90947058,44.82954248
1767601800,10463.98401422,10415.90947058,48.07454364
1767602700,10467.12290097,10415.90947058,51.21343038
1767603600,10470.13145721,10415.90947058,54.22198663
1767604500,10472.9785982,10415.90947058,57.06912761
1767605400,10475.66435855,10415.90947058,59.75488797
1767606300,10478.18033366,10415.90947058,62.27086308
1767607200,10480.50078008,10415.90947058,64.5913095
1767608100,10482.64164885,10415.90947058,66.73217827
1767609000,10484.58315388,10415.90947058,68.6736833
1767609900,10486.33623922,10415.90947058,70.42676863
1767610800,10487.90371768,10415.90947058,71.99424709
1767611700,10489.29076472,10415.90947058,73.38129413
1767612600,10490.50491842,10415.90947058,74.59544784
1767613500,10491.57485354,10415.90947058,75.66538296
1767614400,10492.5024005,10415.90947058,76.59292991
1767615300,10493.31031311,10415.90947058,77.40084253
1767616200,10494.02205605,10415.90947058,78.11258547
1767617100,10494.66427911,10415.90947058,78.75480853
1767618000,10495.2525425,10415.90947058,79.34307192
1767618900,10495.82366496,10415.90947058,79.91419437
1767619800,10496.38514992,10415.90947058,80.47567934
1767620700,10496.9744694,10415.90947058,81.06499881
1767621600,10497.61873353,10415.90947058,81.70926294
1767622500,10498.33454845,10415.90947058,82.42507787
1767623400,10499.15825901,10415.90947058,83.24878842
1767624300,10500.10478567,10415.90947058,84.19531509
1767625200,10501.18760019,10415.90947058,85.27812961
1767626100,10502.42975426,10415.90947058,86.52028368
1767627000,10503.86207203,10415.90947058,87.95260144
1767627900,10505.47396744,10415.90947058,89.56449685
1767628800,10507.29319117,10415.90947058,91.38372059
1767629700,10509.32520301,10415.90947058,93.41573242
1767630600,10511.57361121,10415.90947058,95.66414063
1767631500,10514.04253517,10415.90947058,98.13306459
1767632400,10516.74207608,10415.90947058,100.8326055
1767633300,10519.64863651,10415.90947058,103.73916593
1767634200,10522.7782995,10415.90947058,106.86882892
1767635100,10526.10408614,10415.90947058,110.19461556
1767636000,10529.61726009,10415.90947058,113.70778951
1767636900,10533.3072572,10415.90947058,117.39778661
1767637800,10537.14119872,10415.90947058,121.23172814
1767638700,10541.11485775,10415.90947058,125.20538717
1767639600,10545.20315506,10415.90947058,129.29368448
1767640500,10549.36832078,10415.90947058,133.4588502
1767641400,10553.59218159,10415.90947058,137.68271101
1767642300,10557.8565777,10415.90947058,141.94710711
1767643200,10562.11143109,10415.90947058,146.20196051
1767644100,10566.33641906,10415.90947058,150.42694848
1767645000,10570.50322305,10415.90947058,154.59375247
1767645900,10574.59180469,10415.90947058,158.68233411
1767646800,10578.56417071,10415.90947058,162.65470012
1767647700,10582.39221241,10415.90947058,166.48274183
1767648600,10586.07087361,10415.90947058,170.16140303
1767649500,10589.55527545,10415.90947058,173.64580487
1767650400,10592.83323918,10415.90947058,176.9237686
1767651300,10595.90531055,10415.90947058,179.99583997
1767652200,10598.7437626,10415.90947058,182.83429201
1767653100,10601.35429281,10415.90947058,185.44482223
1767654000,10603.72647842,10415.90947058,187.81700784
1767654900,10605.86162599,10415.90947058,189.95215541
1767655800,10607.77393241,10415.90947058,191.86446183
1767656700,10609.47899253,10415.90947058,193.56952195
1767657600,10610.96549596,10415.90947058,195.05602537
1767658500,10612.26531274,10415.90947058,196.35584215
1767659400,10613.40206322,10415.90947058,197.49259264
1767660300,10614.39134487,10415.90947058,198.48187429
1767661200,10615.27026072,10415.90947058,199.36079014
1767662100,10616.04790511,10415.90947058,200.13843453
1767663000,10616.76437331,10415.90947058,200.85490273
1767663900,10617.46006862,10415.90947058,201.55059803
1767664800,10618.14617382,10415.90947058,202.23670323
1767665700,10618.87410733,10415.90947058,202.96463675
1767666600,10619.65449347,10415.90947058,203.74502288
1767667500,10620.53832413,10415.90947058,204.62885355
1767668400,10621.53468014,10415.90947058,205.62520956
1767669300,10622.6819474,10415.90947058,206.77247682
1767670200,10624.01745574,10415.90947058,208.10798515
1767671100,10625.53614999,10415.90947058,209.62667941
1767672000,10627.27177542,10415.90947058,211.36230484
1767672900,10629.25588051,10415.90947058,213.34640993
1767673800,10631.47771338,10415.90947058,215.56824279
1767674700,10633.95366431,10415.90947058,218.04419372
