symbol,entry_ts,exit_ts,entry_px,exit_px,qty,gross_pnl,fees,net_pnl,exit_reason
BTCUSDT,1776633300,1776635100,74682.398,74379.57943,0.00200458,-0.60702512,0.14940359,-0.75642871,signal
ETHUSDT,1776633300,1776635100,2285.965584,2275.927017,0.06548917,-0.65741739,0.14937727,-0.80679466,signal
SOLUSDT,1776633300,1776635100,85.085518,84.624605,1.75946345,-0.81095958,0.14929938,-0.96025895,signal
SOLUSDT,1776640500,1776645000,83.52505,83.714878,1.79190856,0.34015442,0.14983933,0.19031509,signal
BTCUSDT,1776654000,1776657600,74464.3326,74504.74187,0.00200997,0.08122137,0.14971159,-0.06849022,signal
SOLUSDT,1776651300,1776657600,84.045206,84.364683,1.7808524,0.56894138,0.14995658,0.4189848,signal
BTCUSDT,1776667500,1776670200,74745.91705,74890.72604,0.00200248,0.28997742,0.14982235,0.14015506,signal
ETHUSDT,1776667500,1776670200,2285.355401,2296.01099,0.06549364,0.6978733,0.15002518,0.54784812,signal
ETHUSDT,1776671100,1776672900,2297.519049,2296.800753,0.06515188,-0.04679833,0.14966429,-0.19646262,signal
SOLUSDT,1776672000,1776673800,84.72541,84.704581,1.76672573,-0.03679913,0.14966816,-0.18646729,signal
BTCUSDT,1776684600,1776685500,75198.45277,75130.35413,0.00199049,-0.13554982,0.14961417,-0.28516398,signal
ETHUSDT,1776684600,1776685500,2307.622079,2306.127954,0.06486366,-0.09691442,0.14963236,-0.24654678,signal
SOLUSDT,1776684600,1776685500,85.22556,84.994494,1.75627705,-0.40581591,0.14947679,-0.5552927,signal
BTCUSDT,1776686400,1776688200,75342.89609,75252.81738,0.00198646,-0.17893774,0.14957617,-0.3285139,signal
ETHUSDT,1776686400,1776688200,2312.433522,2308.517237,0.06472165,-0.25346843,0.14953778,-0.40300621,signal
SOLUSDT,1776686400,1776688200,85.175545,85.014488,1.75711691,-0.28299598,0.14952189,-0.43251787,signal
ETHUSDT,1776690000,1776690900,2318.805433,2313.195833,0.06453627,-0.36202266,0.14946604,-0.5114887,signal
SOLUSDT,1776689100,1776690900,85.295581,85.114458,1.75446574,-0.3177741,0.14948929,-0.46726339,signal
BTCUSDT,1776692700,1776693600,75262.47197,75027.485,0.00198814,-0.46718712,0.14939878,-0.6165859,signal
SOLUSDT,1776691800,1776693600,85.185548,84.9745,1.75655962,-0.37071839,0.14944813,-0.52016653,signal
ETHUSDT,1776694500,1776695400,2312.523549,2301.419367,0.06469834,-0.71842218,0.14925723,-0.86767941,signal
ETHUSDT,1776697200,1776699000,2294.418119,2305.838041,0.06520321,0.74461557,0.14997573,0.59463984,signal
SOLUSDT,1776697200,1776699000,84.815437,85.424365,1.76385703,1.07406193,0.15013934,0.9239226,signal
ETHUSDT,1776702600,1776703500,2306.601773,2297.050678,0.06486868,-0.6195669,0.14931642,-0.76888332,signal
BTCUSDT,1776706200,1776708900,75762.722,76066.97306,0.00197478,0.60082876,0.14991509,0.45091368,signal
ETHUSDT,1776706200,1776708900,2313.99399,2326.151945,0.06465598,0.7860845,0.15000659,0.63607791,signal
ETHUSDT,1776709800,1776710700,2335.230359,2331.890223,0.06407499,-0.21401917,0.14952285,-0.36354202,signal
SOLUSDT,1776709800,1776711600,86.035803,85.944209,1.73914495,-0.15929524,0.14954908,-0.30884433,signal
BTCUSDT,1776709800,1776712500,76148.53771,76166.04333,0.00196499,0.03439834,0.14964818,-0.11524984,signal
BTCUSDT,1776715200,1776716100,76303.48418,76229.52428,0.00196084,-0.14502376,0.14954665,-0.29457041,signal
ETHUSDT,1776715200,1776716100,2332.09942,2329.141048,0.06415594,-0.18979715,0.14952314,-0.33932029,signal
SOLUSDT,1776721500,1776723300,85.785728,85.67429,1.74399236,-0.19434702,0.14951248,-0.3438595,signal
ETHUSDT,1776737700,1776738600,2311.013096,2306.257915,0.06473546,-0.30782883,0.14945058,-0.45727941,signal
SOLUSDT,1776741300,1776742200,85.305584,85.064473,1.75365443,-0.42282537,0.1493851,-0.57221047,signal
ETHUSDT,1776741300,1776744000,2305.39141,2304.828344,0.06489034,-0.03653755,0.14957937,-0.18611691,signal
BTCUSDT,1776747600,1776748500,75704.90466,75558.02579,0.00197591,-0.29021978,0.14944115,-0.43966094,signal
ETHUSDT,1776752100,1776753900,2311.6933,2313.055875,0.06470567,0.08816633,0.14962375,-0.06145742,signal
SOLUSDT,1776753000,1776753900,85.72571,85.604311,1.74485047,-0.2118231,0.14947263,-0.36129574,signal
BTCUSDT,1776755700,1776756600,75705.20475,75659.19543,0.00197572,-0.09090148,0.14952675,-0.24042824,signal
ETHUSDT,1776754800,1776757500,2315.09432,2317.554525,0.06460788,0.15894862,0.1496528,0.00929582,signal
SOLUSDT,1776755700,1776757500,85.72571,85.634302,1.74476341,-0.15948533,0.14949134,-0.30897667,signal
BTCUSDT,1776757500,1776760200,76072.91503,76239.22137,0.00196611,0.32697603,0.14973096,0.17724506,signal
ETHUSDT,1776760200,1776761100,2324.257068,2322.043178,0.06435083,-0.14246567,0.14949665,-0.29196232,signal
SOLUSDT,1776760200,1776761100,85.92577,85.734272,1.74065081,-0.33333115,0.1494001,-0.48273124,signal
ETHUSDT,1776770100,1776771000,2330.688997,2321.063472,0.06416826,-0.61765321,0.14924744,-0.76690065,signal
ETHUSDT,1776778200,1776779100,2315.6945,2310.716577,0.06457879,-0.32146827,0.14938402,-0.47085229,signal
SOLUSDT,1776778200,1776780000,85.675695,85.604311,1.74546162,-0.12459803,0.14948134,-0.27407937,signal
SOLUSDT,1776783600,1776785400,86.0258,85.654296,1.73824114,-0.64576354,0.1492107,-0.79497424,signal
ETHUSDT,1776785400,1776788100,2304.301083,2311.216427,0.06489276,0.44875578,0.14975684,0.29899894,signal
BTCUSDT,1776792600,1776793500,75750.7184,75587.317,0.00197392,-0.32254191,0.14936487,-0.47190679,signal
ETHUSDT,1776792600,1776793500,2314.954278,2304.458455,0.06459092,-0.67793485,0.14918606,-0.82712091,signal
SOLUSDT,1776792600,1776793500,85.545656,85.254416,1.74788422,-0.5090538,0.14926938,-0.65832318,signal
ETHUSDT,1776795300,1776796200,2305.161341,2303.338791,0.06485307,-0.11819796,0.14943769,-0.26763565,signal
BTCUSDT,1776797100,1776799800,75575.36581,75055.4766,0.00197806,-1.02837317,0.14897858,-1.17735175,signal
ETHUSDT,1776797100,1776799800,2312.683597,2286.073972,0.06463991,-1.72004365,0.14863163,-1.86867528,signal
SOLUSDT,1776797100,1776799800,85.205554,84.294704,1.75446929,-1.59805836,0.1486915,-1.74674986,signal
SOLUSDT,1776801600,1776804300,85.315587,85.434362,1.75139015,0.20802137,0.14952489,0.05849648,signal
BTCUSDT,1776804300,1776805200,75728.11162,75555.62651,0.00197311,-0.34033179,0.14924959,-0.48958138,signal
ETHUSDT,1776804300,1776805200,2316.704803,2311.946208,0.06449619,-0.30691126,0.14926518,-0.45617644,signal
ETHUSDT,1776808800,1776809700,2315.954578,2305.078269,0.06451231,-0.70165577,0.14905674,-0.85071251,signal
ETHUSDT,1776810600,1776811500,2311.163141,2309.636901,0.06464053,-0.09865696,0.14934548,-0.24800244,signal
SOLUSDT,1776811500,1776813300,85.32559,85.464353,1.7508357,0.24295121,0.14951256,0.09343865,signal
BTCUSDT,1776815100,1776816900,76306.78517,76213.72902,0.00195779,-0.18218419,0.1493014,-0.33148559,signal
SOLUSDT,1776815100,1776817800,86.005794,86.184137,1.73699193,0.30978035,0.14954626,0.16023409,signal
SOLUSDT,1776821400,1776825900,86.22586,87.353786,1.73254198,1.95417914,0.15036701,1.80381213,signal
BTCUSDT,1776823200,1776827700,76676.09593,77467.7527,0.0019483,1.54238121,0.15015887,1.39222233,signal
ETHUSDT,1776822300,1776827700,2323.616876,2363.340785,0.06429149,2.55390948,0.15066576,2.40324372,signal
ETHUSDT,1776832200,1776833100,2364.819233,2360.221721,0.06320733,-0.29059646,0.14932861,-0.43992507,signal
SOLUSDT,1776835800,1776837600,88.046406,87.983597,1.69759697,-0.10662437,0.149414,-0.25603837,signal
SOLUSDT,1776841200,1776842100,87.946376,87.783657,1.69948415,-0.27653836,0.1493252,-0.42586356,signal
SOLUSDT,1776848400,1776850200,88.416517,88.413468,1.69037516,-0.00515395,0.14945451,-0.15460846,signal
ETHUSDT,1776852000,1776853800,2389.576658,2388.473243,0.06254445,-0.06901249,0.14942026,-0.21843275,signal
ETHUSDT,1776857400,1776860100,2392.847639,2398.010381,0.06245759,0.3224524,0.14961271,0.17283969,signal
ETHUSDT,1776861000,1776867300,2399.959772,2410.366673,0.06227358,0.64807496,0.14977812,0.49829684,signal
SOLUSDT,1776864600,1776867300,88.946676,89.023285,1.68025346,0.12872254,0.14951732,-0.02079478,signal
ETHUSDT,1776869100,1776870000,2404.261062,2396.940702,0.06216468,-0.45506785,0.14923259,-0.60430043,signal
BTCUSDT,1776869100,1776873600,78943.97609,79116.55791,0.00189326,0.32674176,0.14962461,0.17711714,signal
SOLUSDT,1776873600,1776874500,88.22646,87.853636,1.69399107,-0.63156053,0.14913906,-0.78069958,signal
BTCUSDT,1776876300,1776878100,78878.55647,78809.3501,0.0018946,-0.13111822,0.14937757,-0.28049579,signal
ETHUSDT,1776879900,1776881700,2398.959472,2396.570813,0.06229322,-0.14879727,0.14936452,-0.29816179,signal
BTCUSDT,1776895200,1776896100,78773.625,78465.25336,0.00189701,-0.58498444,0.14914195,-0.73412639,signal
BTCUSDT,1776898800,1776899700,78554.65933,78353.4869,0.00190216,-0.3826619,0.1492321,-0.531894,signal
ETHUSDT,1776903300,1776905100,2370.751012,2368.999087,0.06302405,-0.11041341,0.14935913,-0.25977254,signal
SOLUSDT,1776903300,1776905100,86.906064,86.823945,1.71924958,-0.14118306,0.14934262,-0.29052568,signal
BTCUSDT,1776903300,1776906000,78357.00005,78184.5376,0.00190686,-0.32886092,0.14925102,-0.47811195,signal
ETHUSDT,1776907800,1776908700,2366.549752,2365.110254,0.06312989,-0.09087535,0.14935459,-0.24022994,signal
SOLUSDT,1776907800,1776909600,86.365902,86.154146,1.72983672,-0.3663033,0.14921576,-0.51551906,signal
ETHUSDT,1776916800,1776917700,2343.072711,2341.307397,0.06375712,-0.11255134,0.1493313,-0.26188264,signal
SOLUSDT,1776915900,1776917700,85.705704,85.724275,1.74304259,0.03237004,0.14940488,-0.11703483,signal
SOLUSDT,1776935700,1776937500,85.545656,85.444359,1.74623722,-0.17688859,0.14929456,-0.32618316,signal
ETHUSDT,1776943800,1776946500,2325.247365,2327.671489,0.06424134,0.15572896,0.14945486,0.0062741,signal
BTCUSDT,1776943800,1776949200,77569.2638,77642.7002,0.00192574,0.1414193,0.14944883,-0.00802952,signal
BTCUSDT,1776955500,1776956400,78144.83642,78024.78554,0.00191154,-0.22948204,0.14926223,-0.37874427,signal
ETHUSDT,1776952800,1776956400,2319.885757,2327.551525,0.06439028,0.49360094,0.14962489,0.34397605,signal
SOLUSDT,1776958200,1776959100,86.365902,86.264113,1.72958963,-0.1760532,0.14928954,-0.32534274,signal
BTCUSDT,1776964500,1776965400,78033.403,77539.33122,0.00191421,-0.94575947,0.14889981,-1.09465928,signal
SOLUSDT,1776966300,1776969000,85.275575,85.284407,1.75144111,0.01546873,0.14936288,-0.13389415,signal
BTCUSDT,1776966300,1776970800,77665.39263,77814.54863,0.00192307,0.28683797,0.14949969,0.13733828,signal
SOLUSDT,1776971700,1776972600,85.355599,85.194434,1.7498128,-0.28200858,0.14921532,-0.4312239,signal
BTCUSDT,1776977100,1776978000,77864.65239,77794.45466,0.00191807,-0.13464416,0.14928253,-0.28392669,signal
ETHUSDT,1776978900,1776980700,2324.587167,2323.112857,0.06424559,-0.09471791,0.14929711,-0.24401503,signal
SOLUSDT,1776978000,1776980700,85.585668,85.77426,1.74498367,0.32908996,0.14951014,0.17957982,signal
ETHUSDT,1776982500,1776984300,2330.699,2330.250715,0.06407718,-0.02872484,0.14933026,-0.1780551,signal
SOLUSDT,1776983400,1776984300,86.12583,85.904221,1.73401529,-0.38427339,0.14915137,-0.53342476,signal
SOLUSDT,1776986100,1776988800,85.955779,86.024185,1.73733466,0.11884411,0.14939338,-0.03054926,signal
ETHUSDT,1776989700,1776990600,2333.219756,2330.480646,0.06400318,-0.17531176,0.14924584,-0.3245576,signal
BTCUSDT,1776990600,1776991500,78364.30224,78309.40013,0.00190562,-0.10462241,0.14928006,-0.25390248,signal
BTCUSDT,1776992400,1776993300,78427.02105,77986.49703,0.001904,-0.83875645,0.14890544,-0.98766189,signal
ETHUSDT,1776993300,1776994200,2325.607473,2319.813847,0.06420258,-0.37196575,0.14912402,-0.52108977,signal
ETHUSDT,1776998700,1776999600,2326.647785,2317.754465,0.06417052,-0.57068893,0.14901684,-0.71970577,signal
SOLUSDT,1777003200,1777004100,85.595671,85.484347,1.74413344,-0.19416391,0.14919319,-0.3433571,signal
ETHUSDT,1777002300,1777005000,2307.351998,2302.049178,0.06470248,-0.34310559,0.14911984,-0.49222543,signal
SOLUSDT,1777009500,1777010400,85.595671,85.514338,1.74400009,-0.14184476,0.14920794,-0.2910527,signal
ETHUSDT,1777020300,1777021200,2316.924869,2314.975299,0.06442785,-0.12560661,0.14921169,-0.2748183,signal
BTCUSDT,1777021200,1777022100,77839.44483,77426.66503,0.00191771,-0.79159137,0.14887758,-0.94046895,signal
BTCUSDT,1777029300,1777031100,78135.4336,78186.03715,0.00191021,0.09666344,0.14930348,-0.05264003,signal
ETHUSDT,1777026600,1777031100,2311.813336,2327.061672,0.06456242,0.98446947,0.1497485,0.83472097,signal
SOLUSDT,1777035600,1777036500,86.445926,86.254116,1.72670803,-0.33119987,0.14910127,-0.48030114,signal
BTCUSDT,1777035600,1777037400,78276.77599,78158.14552,0.00190693,-0.22621949,0.14915488,-0.37537437,signal
BTCUSDT,1777038300,1777039200,78259.4708,77734.37269,0.00190718,-1.00145837,0.14875443,-1.1502128,signal
BTCUSDT,1777041000,1777041900,77880.15704,77831.6435,0.00191625,-0.09296411,0.14919142,-0.24215553,signal
